2.000000000000000000e+00 -1.399244865183123032e+01
3.000000000000000000e+00 -3.892165459663456062e+00
4.000000000000000000e+00 -2.744614667716497181e+01
5.000000000000000000e+00 -7.146840976907498089e-01
6.000000000000000000e+00 -4.034965561001941126e+01
7.000000000000000000e+00 1.648572557420216356e+00
8.000000000000000000e+00 -2.731390927756017106e+00
9.000000000000000000e+00 3.356979315444924339e+00
1.000000000000000000e+01 -1.446848744566425182e+01
1.100000000000000000e+01 1.239435518483972487e+00
1.200000000000000000e+01 8.187118559351006297e+00
1.300000000000000000e+01 3.211672747857122090e+00
1.400000000000000000e+01 -2.230980702141621919e+00
1.500000000000000000e+01 4.257300345941402497e+00
1.600000000000000000e+01 -1.196131776737531993e+01
1.700000000000000000e+01 -2.527079857344347147e+00
1.800000000000000000e+01 -2.105007235310097258e+01
1.900000000000000000e+01 -1.648459551079056951e+00
2.000000000000000000e+01 -2.105239200051896375e+01
2.100000000000000000e+01 -6.826966779826335596e-01
2.200000000000000000e+01 1.736647810110997625e+01
2.300000000000000000e+01 2.776345018793762165e-01
2.400000000000000000e+01 2.529017111869558221e+01
2.500000000000000000e+01 1.187338099285682347e+00
2.600000000000000000e+01 1.828733038103953845e+01
2.700000000000000000e+01 1.210237275845315708e+00
2.800000000000000000e+01 1.174462459388089997e+01
2.900000000000000000e+01 1.941171737348582838e+00
3.000000000000000000e+01 5.651251520608411738e+00
3.100000000000000000e+01 3.545850000000001501e+00
